"SiteCode","SurveyID","S","Sprey","Spred","L","D","C","G","sG","V","sV","Cc","nCc","Bc","nBc","NODF2","weighted_NODF","Qn"
"ETP80",507003204,79,64,15,300,3.7975,0.3125,19,21.193,4.4531,2.3767,0.00605356334493228,0.472177940904718,45.1772151898734,0.0512213324148225,81.5459875340982,48.2713888293783,0.220104647583872
"ETP81",507003205,92,64,28,440,4.7826,0.2455,14.7143,16.402,6.4375,4.5106,0.00487495144491096,0.443620581486897,58.8695652173913,0.034608797893822,72.7993106903327,44.431171378275,0.269022763691205
"ETP82",507003206,86,63,23,374,4.3488,0.2581,15.2609,17.9119,5.5714,3.7318,0.00532110805358683,0.452294184554881,53.2790697674419,0.0390609015890336,78.5505962072563,48.9536155968911,0.249681414923581
"ETP83",507003207,98,64,34,487,4.9694,0.2238,13.3235,14.2142,7.0781,5.6745,0.00446648782371731,0.433249318900579,65.2551020408163,0.0313877354693681,70.7892564527211,40.6462033864643,0.267108167770419
"ETP84",507003208,90,63,27,401,4.4556,0.2357,13.8519,15.9969,5.9365,4.8986,0.00504608443680899,0.449101514876,56.2222222222222,0.0348773090708575,81.9168370856482,49.0874143262124,0.283079298807515
"ETP85",507003209,62,54,8,159,2.5645,0.3681,18.875,14.827,2.7963,1.5465,0.00727620809722821,0.443848693930921,39.6290322580645,0.106816798539257,63.0813535246997,38.281674409159,0.272970483750713
"ETP86",507003210,84,62,22,306,3.6429,0.2243,12.9091,13.9895,4.5806,3.6329,0.00527167676706907,0.437549171666733,55.0476190476191,0.0429723802089142,68.9608506261428,43.7433748225454,0.272614560603055
"ETP87",507003211,85,62,23,305,3.5882,0.2139,12.2609,13.7782,4.5484,3.7006,0.00517074891817546,0.434342909126738,56.4235294117647,0.0420443587270974,68.58232943121,42.6486247824867,0.28507117348222
"ETP88",507003212,73,59,14,221,3.0274,0.2676,14.7857,16.4138,3.5085,2.5214,0.00649908709456493,0.467934270808675,42.1095890410959,0.0558482613277134,77.51904693428,51.5143548953205,0.279563116992229
"ETP89",507003213,87,64,23,398,4.5747,0.2704,16.3043,17.5718,5.8594,3.9556,0.00525131038848542,0.451612693409746,54.0344827586207,0.0389859182962631,75.0250656809018,45.5970993162767,0.259932444444444
"ETP90",507003214,98,64,34,523,5.3367,0.2403,14.3824,15.8229,7.6406,5.487,0.0045518599361009,0.441530413801787,63.2142857142857,0.0304061018346733,73.0167557042698,39.9159189470842,0.260734105327428
"ETP91",507003215,91,64,27,442,4.8571,0.2558,15.3704,16.0364,6.4844,4.9505,0.00491027762971273,0.441924986674145,58.8021978021978,0.0358987776570194,74.5000909779638,45.8543425147884,0.259457105530556
"ETP92",507003216,72,54,18,236,3.2778,0.2428,12.1111,10.6875,4.037,3.3079,0.0056977130886364,0.404537629293185,54.2777777777778,0.0602417067455913,57.3461150128095,35.8631115152673,0.281478831748169
"ETP93",507003217,72,52,20,229,3.1806,0.2202,10.45,9.8754,4.0192,3.3225,0.00560722232847765,0.398112785321913,55.5277777777778,0.0573042082330008,52.5440285186327,31.409178320458,0.301229367459536
"ETP94",507003218,92,64,28,473,5.1413,0.264,15.8929,17.854,6.9531,4.502,0.00498785123925427,0.453894462772138,56.5652173913044,0.0332540960560284,77.0371054951536,48.4974069320303,0.268935740436813
"ETP95",507003219,91,62,29,386,4.2418,0.2147,12.3103,12.4731,5.7581,5.1524,0.00478905228645436,0.431014705780893,61.0659340659341,0.0357528887973853,67.4239195717018,40.1602009123328,0.274674575712638
"ETP96",507003220,96,64,32,528,5.5,0.2578,15.5,17.2309,7.75,5.5521,0.00473297907552704,0.449633012175069,60.0416666666667,0.0307433009045912,80.2051008413013,49.4859815479696,0.25938150364204
"ETP98",507003222,81,61,20,378,4.6667,0.3098,17.9,17.4262,5.8689,4.002,0.00587074178632698,0.469659342906159,46.5925925925926,0.0408706952566602,82.1758700986977,55.229569740256,0.263053587590899
"ETP99",507003223,81,63,18,355,4.3827,0.3131,18.7222,18.8736,5.3492,3.3848,0.00583929005538594,0.467143204430875,47.1851851851852,0.0447677278796823,80.452242604708,50.4647618833279,0.245251785258301
"FP1",689003047,97,63,34,636,6.5567,0.2969,17.7059,12.4329,9.5556,7.7288,0.00466387751171722,0.447732241124853,60.680412371134,0.0296580705626266,68.9428535463278,42.650519026865,0.227544397964702
"FP2",689003048,106,62,44,734,6.9245,0.2691,15.6818,11.7013,11.129,8.6394,0.00408874980105782,0.429318729111072,71.8962264150943,0.02740992238471,61.4301398746494,34.2674126515899,0.239468599033817
"FP48",912342139,136,64,72,1205,8.8603,0.2615,15.7361,13.9617,17.7031,12.7437,0.0032325136376918,0.436389341088392,89.3823529411765,0.0199826409437014,64.8950573613116,31.9814153502611,0.218760930412273
"FP52",912342144,116,63,53,875,7.5431,0.2621,15.5094,12.1949,13.0476,10.5026,0.00378912972623205,0.435749918516686,76.3189655172414,0.0236721357063404,63.0837833423356,34.7703657959139,0.235820294693969
"FP54",912342147,116,63,53,945,8.1466,0.283,16.8302,13.6589,14.1587,10.0871,0.0038602739795408,0.443931507647192,73.8534482758621,0.0229073971078977,66.6968457712937,35.5362866374408,0.244771662410264
"GBR26",912345401,117,64,53,1044,8.9231,0.3078,18.6981,14.961,15.4844,11.919,0.00387920882209601,0.449988223363138,73.1111111111111,0.0223171889838557,74.874208765557,41.9071516508879,0.220822926011194
"GBR27",912345402,90,54,36,605,6.7222,0.3112,15.8056,9.6653,10.537,9.4364,0.0050049997541937,0.44544497812324,57.1444444444444,0.0308056304282719,69.6247642065603,41.7905594724038,0.209864684134284
"GBR41",912345458,134,64,70,1262,9.4179,0.2817,17.0286,14.7913,18.625,13.6609,0.00335102887636326,0.445686840556314,84.7686567164179,0.0195004961390425,71.1732433917203,34.0300503625144,0.230490039863069
"GBR46",912345490,115,62,53,909,7.9043,0.2766,16.1509,11.6807,13.8065,13.1446,0.00386511842344083,0.440623500272254,74.4782608695652,0.0234799056965842,73.7995827752017,38.4043861204657,0.201944492968818
"GBR47",912345492,117,64,53,937,8.0085,0.2762,16.6792,13.8686,13.8125,11.471,0.00383592407599242,0.444967192815121,74.1709401709402,0.0226407021278816,72.6119356145814,37.8565180961865,0.212770776601625
"GBR48",912345521,101,59,42,726,7.1881,0.293,16.2857,12.0046,11.5932,10.0569,0.00443230084412771,0.443230084412771,64.6732673267327,0.0271964959321836,72.5777755652859,39.5224236529934,0.213802965014876
"GBR49",912345522,89,61,28,482,5.4157,0.2822,16.2143,13.082,7.4426,6.4227,0.00499605988925087,0.439653270254077,57.8651685393259,0.03571923983909,71.8499101830469,47.9228939346669,0.224533757689844
"GBR53",912347390,122,61,61,956,7.8361,0.2569,14.6721,11.2897,14.6721,13.8753,0.00357716598442608,0.432837084115556,81.4754098360656,0.022632058287796,68.753815297977,33.7836026268736,0.215791017758497
"GBR54",912347392,141,62,79,1324,9.3901,0.2703,15.7595,11.6379,20.0806,18.6585,0.0031758534871026,0.444619488194363,89.5035460992908,0.01881116984012,72.1596994375258,33.0150578046181,0.214655247496008
"GBR55",912347394,142,64,78,1385,9.7535,0.2774,16.7564,10.857,20.4219,18.7234,0.00315352629385475,0.44464720743352,90.1760563380282,0.0185891684885649,68.0244573745645,35.1156929614872,0.212802114914161
"GBR62",912347408,116,63,53,1041,8.9741,0.3118,18.6415,13.1721,15.6825,12.549,0.00393144999210806,0.452116749092427,71.6120689655172,0.0222121802002225,72.809999868517,41.7767942079636,0.203545788326312
"GBR63",912347410,150,64,86,1418,9.4533,0.2576,15.4884,11.0163,20.8125,19.3193,0.00291475755552093,0.434298875772618,99.6066666666667,0.0186006847183318,65.5954213310151,29.7261765668196,0.224979483988493
"GBR64",912347412,151,64,87,1495,9.9007,0.2685,16.1839,11.3972,22,19.8534,0.00291848919061296,0.437773378591943,98.9602649006623,0.0182650913437915,66.6317630976546,31.9062722636614,0.218247090489411
"GBR65",912347414,127,61,66,1038,8.1732,0.2578,14.7273,10.3709,15.9344,15.227,0.00338992384754953,0.427130404791241,87.2047244094488,0.0223601857460125,65.8853409123925,32.4255858661685,0.21030415417704
"GBR71",912347426,107,56,51,819,7.6542,0.2868,15.0588,11.3814,13.7143,11.992,0.00415822396652539,0.440771740451691,69.2803738317757,0.0251928632115548,71.6304670286002,40.1532722374077,0.220672607421875
"GBR72",912347428,112,62,50,813,7.2589,0.2623,15.26,11.4014,12.3065,11.6964,0.00392462884285419,0.435633801556815,73.875,0.0247156239544998,68.1203626731502,38.5516711517607,0.225474046196208
"GBR80",912347497,100,58,42,620,6.2,0.2545,13.7619,9.5325,9.9655,9.8888,0.00414915773912954,0.410766616173825,73.68,0.0315275994865212,58.9152854656125,33.866343274731,0.220947426395757
"GBR81",912347553,96,60,36,510,5.3125,0.2361,13.1667,11.4978,7.9,8.1359,0.00455747227341005,0.432959865973955,63.9166666666667,0.0309523809523809,74.6668040105125,49.3035055098811,0.232080863109545
"GBR82",912347499,93,55,38,580,6.2366,0.2775,14.2632,11.1202,9.8545,8.5514,0.00475792023881746,0.437728661971206,60.8817204301075,0.0304713315466004,67.758496661644,38.7164337962055,0.225769665445732
"GBR83",912347501,92,57,35,494,5.3696,0.2476,13.1143,10.5629,8.0526,8.344,0.00480509569470848,0.437263708218472,60.1413043478261,0.0315868195104129,73.71598982039,46.7811247889789,0.209724654809878
"GBR85",912347503,69,40,29,363,5.2609,0.3129,11.5172,7.3951,8.35,7.3991,0.00645313840778981,0.438813411729707,45.1304347826087,0.0413282369804109,69.9378476174704,45.0844615991254,0.227500089641077
"GBR88",912347506,148,64,84,1452,9.8108,0.2701,16.2857,12.6991,21.375,19.0958,0.00303119462997978,0.445585610607028,93.554054054054,0.0178913853612649,71.2090815064181,37.1719816500361,0.235250803666085
"GBR90",912347508,120,63,57,856,7.1333,0.2384,14.0175,11.3837,12.6825,12.8676,0.00362714512591687,0.431630269984107,80.2416666666667,0.023111079109063,70.4850004608511,39.1623301096714,0.232897504859799
"GBR91",912347510,115,64,51,988,8.5913,0.3027,18.3725,14.3289,14.6406,12.0612,0.00398625301001437,0.454432843141638,70.304347826087,0.0223188405797101,76.3670225753943,42.0910917972559,0.225588830585135
"GBR92",912347511,121,64,57,941,7.7769,0.2579,15.5088,14.3417,13.8125,11.6522,0.00366791592735495,0.440149911282595,78.2809917355372,0.0221884897209573,73.3738128419377,40.8869905944379,0.241863905325444
"GBR93",912347519,115,63,52,780,6.7826,0.2381,14,10.6771,11.5556,12.2063,0.0037385619482942,0.426196062105538,79,0.0249841872232764,69.2546550595846,37.4825028875295,0.226169091897114
"GBR95",912347524,123,63,60,1022,8.3089,0.2704,16.0333,12.4287,15.2698,13.0547,0.00361612655906267,0.441167440205646,79.2439024390244,0.021663177265999,67.9867786528249,36.4852843478624,0.224272889553555
"HAWAII1",912341817,82,55,27,416,5.0732,0.2801,14.4074,10.7748,7.0727,5.0253,0.00519849454393716,0.42107805805891,57.6585365853659,0.0410673337502606,55.0727114022816,35.9749019360884,0.251108570522267
"HAWAII3",912341820,42,38,4,94,2.2381,0.6184,22.5,4.3589,2.3684,1.0246,0.0111214478300193,0.45597936103079,25.452380952381,0.229300729300729,56.7079723285647,41.9887165021157,0.220493827160494
"MI2",689003034,96,62,34,641,6.6771,0.3041,17.8529,15.2298,9.7903,7.0899,0.00479026190741777,0.455074881204688,58.5416666666667,0.0290818016227852,78.0889907909992,47.6480470871695,0.204030951366404
"MI7",689003039,97,64,33,619,6.3814,0.2931,17.7576,16.8078,9.1562,6.3776,0.00476828819728147,0.457755666939021,58.4948453608247,0.0290153002781869,77.9147627180693,45.9583354732306,0.225052126407995
"NIC11",912342212,67,59,8,154,2.2985,0.3263,18.25,18.5838,2.4746,1.5012,0.00735931004627053,0.485714463053855,35.7462686567164,0.0880449966914197,72.4033889389433,48.6808473776559,0.300337774441734
"NIC13",912342219,79,61,18,293,3.7089,0.2668,15.2778,18.3906,4.5082,3.0256,0.00588626213158669,0.459128446263762,47.7088607594937,0.0467733929014644,76.4840749899274,53.1060714513816,0.278056198347107
"NIC14",912342221,79,60,19,307,3.8861,0.2693,15.1579,14.7319,4.8,3.3487,0.00583527860393928,0.455151731107263,48.1139240506329,0.0453050132303511,72.4875433614691,49.8276608187737,0.269229841820988
"NIC7",912342210,88,64,24,459,5.2159,0.2988,18.125,18.7925,6.7969,4.0793,0.005313678843171,0.462290059355877,52.3636363636364,0.03613777526821,77.705294641495,44.8367820745327,0.242917162108601
"NIUE4",683003150,115,63,52,768,6.6783,0.2344,13.7692,11.6528,11.3651,9.1357,0.00374082697672235,0.426454275346348,78.5478260869565,0.0248411847207326,59.1640849002446,29.6951238868778,0.260256390249992
"NMP-BF1",912340598,100,63,37,643,6.43,0.2758,16.3784,11.4148,9.619,9.4073,0.00455646471021311,0.451090006311098,61.63,0.0276120071684588,74.0760853124909,39.995950931591,0.209897722445512
"NMP-BF2",912340606,83,50,33,519,6.253,0.3145,14.7273,9.0321,9.72,8.6095,0.00536226401302028,0.439705649067663,54.2289156626506,0.0345847676419966,68.9074311965382,37.401758477569,0.202480143609545
"NMP-BF3",912340609,92,62,30,451,4.9022,0.2425,14.0333,12.8291,6.7903,6.3404,0.00490937720856844,0.446753325979728,57.7391304347826,0.0326394179959201,75.7548563565783,43.8324034470287,0.232147189420055
"NMP-BF4",912340601,86,63,23,421,4.8953,0.2905,17.3043,12.8786,6.3175,5.7328,0.00545600420714669,0.463760357607469,50.1627906976744,0.0367762395144241,77.1518190719412,45.3421722201603,0.222500694426908
"NMP-S1",912340579,101,60,41,592,5.8614,0.2407,13.439,11.847,9.1833,8.2349,0.00435911256951162,0.435911256951162,66.3366336633663,0.0281087430776976,69.0329415866321,35.9920317601766,0.244794977618651
"NMP-S2",912340582,89,51,38,534,6,0.2755,13.0526,8.4468,9.7255,9.7961,0.0049290942238779,0.433760291701256,59.3258426966292,0.032068023079259,69.3976118178281,40.1309370910766,0.211868333766909
"NMP16",6002173,103,63,40,674,6.5437,0.2675,15.85,13.7385,10.0635,8.1969,0.0043685189043328,0.445588928241945,65.2135922330097,0.0269700546869354,73.1597029427322,39.5956817017439,0.238220103692942
"NMP17",6002175,121,64,57,919,7.595,0.2519,15.1228,13.0741,13.4688,11.4226,0.00366261076669497,0.439513292003396,78.2479338842975,0.022179119581717,70.4390789954285,32.993262719732,0.235116628355791
"NMP23",6002003,72,47,25,416,5.7778,0.354,15.64,8.0358,8.3191,6.9379,0.00618600636123362,0.439206451647587,47.3472222222222,0.0428869766505636,65.6360456185974,41.108570382748,0.203471981475788
"NT100",912343825,82,58,24,431,5.2561,0.3096,16.9583,11.8523,7.0172,6.2646,0.00552852941666503,0.447810882749867,51.4756097560976,0.0392643857788692,72.4583005727107,47.8062433695548,0.222917132008041
"NT102",912343822,92,63,29,443,4.8152,0.2425,14.2759,12.2908,6.5714,6.3948,0.00472032985864629,0.429550017136813,62.1195652173913,0.0357831596874374,68.4919072407668,46.3192102548326,0.24001143550608
"NT103",912343823,77,55,22,406,5.2727,0.3355,17.4545,10.8309,6.9818,6.1509,0.00587619428173473,0.44659076541184,48.8311688311688,0.0430609954419478,72.9895783178216,50.3495882871329,0.201117621527778
"NT20",912345734,95,62,33,631,6.6421,0.3084,18.1212,13.24,9.6452,8.292,0.00482692284739789,0.453730747655401,58.2631578947368,0.0298479292493529,77.1947262403208,50.0933205466984,0.22479055044127
"NT24",912345741,79,50,29,462,5.8481,0.3186,14.931,9.7392,8.66,7.3,0.00569629125501119,0.444310717890873,50.4177215189873,0.0367476104365797,71.2374542050955,45.6637774192546,0.195654145043176
"NT25",912345743,107,62,45,725,6.7757,0.2599,15.1111,12.0175,10.9677,10.6062,0.00412624138356284,0.437381586657661,70.0654205607477,0.0261048511776258,73.9696902479397,43.6377936872882,0.21721669550173
"NT26",912345745,96,56,40,627,6.5312,0.2799,14.675,10.2841,10.4821,10.3555,0.00470820370264677,0.447279351751443,60.2083333333333,0.0280691530691531,75.7249688034446,42.7191062566409,0.203126224355645
"NT28",912345748,90,52,38,526,5.8444,0.2662,12.8421,10.1223,9.3846,8.9709,0.00492070023014186,0.437942320482626,58.7666666666667,0.0311429076134958,73.9510618829279,44.3497213085989,0.21159886455254
"NT29",912345750,100,61,39,717,7.17,0.3014,17.3846,12.0866,11.1148,10.3796,0.00462114868081088,0.457493719400277,60.13,0.0263728070175439,79.3296147752728,50.6899036383494,0.217279696487152
"NT30",912345752,87,63,24,374,4.2989,0.2474,14.5833,14.1173,5.5556,5.057,0.00515479443556856,0.443312321458896,55.5747126436782,0.0389724492592413,75.4974529807942,48.0837508887545,0.255044897959183
"NT31",912345754,85,63,22,371,4.3647,0.2677,15.8636,15.0089,5.5397,4.5855,0.0053269791347084,0.447466247315506,53.3176470588235,0.0409505737778983,74.8447452392588,54.0861315226686,0.241861725273192
"NT32",912345756,79,63,16,284,3.5949,0.2817,16.75,17.3954,4.254,3.0319,0.00582414083796219,0.454282985361051,48.2151898734177,0.0518442901864707,76.1642765908133,54.3889858656787,0.24788371574961
"NT33",912345758,72,59,13,212,2.9444,0.2764,15.3077,15.9551,3.3729,2.7285,0.0064380109895561,0.457098780258483,43.4305555555556,0.0624002234993614,77.7096776365956,55.4604282213317,0.288502815585465
"NT34",912345760,74,59,15,260,3.5135,0.2938,16.3333,14.0441,4.1525,3.6944,0.00627655915136614,0.458188818049728,44.3513513513513,0.0546198908267874,76.649768523758,55.4458434124897,0.260374843815077
"NT35",912345762,80,64,16,329,4.1125,0.3213,19.5625,16.4113,4.8906,3.6607,0.005749922681106,0.454243891807374,49.05,0.0519047619047619,76.7569346446463,56.889279628349,0.241831599791771
"NT36",912345764,77,58,19,317,4.1169,0.2877,15.6842,12.5965,5.1379,5.0487,0.00593982849820424,0.451426965863523,47.6363636363636,0.0464292043239412,76.458391047904,53.9919314269198,0.240980136029909
"NT37",912345766,80,52,28,436,5.45,0.2995,14.5714,10.401,7.8462,7.2176,0.00566993082993169,0.447924535564604,50.175,0.036437908496732,74.8396793710579,49.4366625046445,0.210513985005767
"NT38",912345768,79,55,24,406,5.1392,0.3076,15.9167,11.9924,6.9455,5.9299,0.00575170672190862,0.448633124308872,49.4810126582279,0.0398397847489757,75.9006320427959,50.2188611729156,0.224651188289795
"NT39",912345770,74,51,23,360,4.8649,0.3069,14.6522,10.0209,6.6078,5.7795,0.00595177346577141,0.434479463001313,49.4054054054054,0.0449140049140049,68.0253625126762,45.9120093789576,0.216573184583821
"NT40",912345772,50,36,14,184,3.68,0.3651,12.1429,9.0542,4.7222,3.2303,0.00913126918200148,0.447432189918073,31.54,0.0693186813186813,71.2367335624422,50.4588493888443,0.218339100346021
"NT41",912345774,90,61,29,456,5.0667,0.2578,14.7241,11.6309,7,6.4885,0.00463039110798023,0.41210480861024,66,0.0392857142857143,62.1217069434814,39.3648203167562,0.222087545042204
"NT42",912345776,77,50,27,401,5.2078,0.297,13.8519,9.2641,7.48,6.9201,0.00570368079913297,0.433479740734106,51.5324675324675,0.0404493465717955,68.5502220727578,45.5246331703287,0.204981555091653
"NT43",912345778,65,47,18,284,4.3692,0.3357,14.7778,9.8133,5.6596,4.8377,0.0069936669045637,0.447594681892077,40.8923076923077,0.0522919535707259,72.5507665752766,51.3249873686835,0.212123353496523
"NT44",912345780,62,50,12,240,3.871,0.4,19,10.5054,4.56,3.5638,0.0074145959603953,0.452290353584113,38.4354838709677,0.0713088754563409,70.7458127841893,53.1536616712267,0.211930594028932
"NT45",912345782,74,54,20,408,5.5135,0.3778,19.4,10.0179,7.1852,6.2558,0.00627861386766146,0.458338812339287,44.6621621621622,0.0443517002603398,75.003134430338,52.4787148957109,0.186370762036348
"NT46",912345784,84,55,29,492,5.8571,0.3085,15.9655,10.5981,8.4182,7.5097,0.005227267944882,0.433863239425206,56.3214285714286,0.0372496220710506,69.2862812273184,44.2453521251596,0.198830054718733
"NT48",912345787,73,54,19,337,4.6164,0.3285,16.7368,11.8783,5.8889,5.0644,0.00628006068092505,0.452164369026604,45.1780821917808,0.0473564802848856,76.8702293582209,53.5540938434936,0.230667299553024
"NT49",912345789,94,56,38,621,6.6064,0.2918,15.3421,10.8883,10.4107,9.5132,0.00475002622656869,0.441752439070888,60.6489361702128,0.0298029170369596,72.5070469808066,43.22252233355,0.213028371027012
"NT50",912345791,89,61,28,494,5.5506,0.2892,16.6429,12.8732,7.6393,7.2825,0.00521871492768979,0.459246913636701,53.0561797752809,0.0327507282563462,81.3844912015447,55.9177902395081,0.22027482547109
"NT51",912345793,82,47,35,498,6.0732,0.3027,13.2286,8.5029,9.8511,8.6451,0.0052933941515399,0.428764926274732,56.1219512195122,0.0358836005239848,63.8302030990495,36.8708808681155,0.206867597460454
"NT52",912345795,79,47,32,501,6.3418,0.3331,14.6562,8.0065,9.9787,8.8772,0.00560447930680619,0.437149385930883,52.3924050632911,0.0367408170149307,66.1313394951975,38.4462471579414,0.173567132355281
"NT53",912345797,81,52,29,439,5.4198,0.2911,14.1379,10.4633,7.8846,7.2508,0.00546451428318745,0.437161142654996,53.3333333333333,0.0373482726423903,72.1212011877378,49.3420698494206,0.214431885782273
"NT54",912345799,77,47,30,421,5.4675,0.2986,13.0333,8.4179,8.3191,7.437,0.00559783070967473,0.425435133935279,53.4545454545455,0.0400708736540821,64.3660218917127,37.2470232570487,0.195936708943557
"NT55",912345801,96,63,33,567,5.9062,0.2727,16.1818,12.3932,8.4762,8.3971,0.00466175193961382,0.442866434263313,61.4895833333333,0.0309927335349462,75.8226403004208,49.5130760553976,0.227510555625693
"NT56",912345803,82,54,28,506,6.1707,0.3347,17.0714,10.7735,8.8519,7.5271,0.00559689233227206,0.453348278914037,50.4512195121951,0.0352559185969218,71.0785526000588,46.0366805162054,0.212697606834614
"NT57",912345805,93,56,37,637,6.8495,0.3074,16.2162,11.7429,10.7143,9.2081,0.00485375585992553,0.446545539113149,58.8602150537634,0.0297273813402846,73.6194228667558,45.7016821448196,0.208663888888889
"NT58",912345807,75,48,27,390,5.2,0.3009,13.4444,9.4882,7.5625,6.6777,0.005939136128524,0.439496073510776,48.7866666666667,0.039923622476814,70.4294196334902,45.1388598201863,0.205541515834529
"NT59",912345809,80,53,27,406,5.075,0.2837,14.037,10.797,7.1509,6.4522,0.00556327632396142,0.439498829592952,52.0375,0.038489275147929,70.3600551689575,47.2088220322726,0.206006641557772
"NT60",912345811,86,56,30,463,5.3837,0.2756,14.4333,12.894,7.7321,6.1894,0.00514430895980843,0.437266261583717,56.5697674418605,0.0354669388350222,70.6561925654362,46.7420433543861,0.247187835019655
"NWS101",912344266,119,62,57,894,7.5126,0.253,14.6842,10.8416,13.5,12.2805,0.00367809567059403,0.434015289130096,78.6806722689076,0.0230329836852774,63.3353658798913,33.3533410021871,0.229273633289512
"NWS104",912344270,80,50,30,418,5.225,0.2787,12.9333,9.9201,7.76,7.0089,0.00548578997896274,0.433377408338056,53.375,0.0375615763546798,70.3205829054028,43.9932148985149,0.214907269635455
"NWS105",912344272,53,41,12,208,3.9245,0.4228,16.3333,8.7317,4.7805,3.5108,0.00872290563909382,0.453591093232879,32.7547169811321,0.074442538593482,72.7920523416421,55.5662481299585,0.19765201999167
"NWS106",912344274,100,62,38,597,5.97,0.2534,14.7105,12.1853,9.0161,8.6678,0.00440010251001725,0.435610148491708,65.98,0.0292334957908728,73.3525946354576,44.4336211921457,0.215453099548452
"NWS107",912344276,99,62,37,629,6.3535,0.2742,16,12.8625,9.5484,8.2456,0.00455720132256609,0.446605729611477,62.1919191919192,0.0283205460801089,71.5052485634156,44.5097908283482,0.225526730277575
"NWS108",912344278,82,64,18,370,4.5122,0.3212,19.5556,18.9557,5.5,3.8955,0.00584213210907769,0.473212700835293,46.4756097560976,0.0433945936098016,84.7246833036982,55.7531001177062,0.253656056301653
"NWS109",912344280,67,62,5,152,2.2687,0.4903,29.4,18.5553,2.371,1.5496,0.00760872868566172,0.502176093253674,33.2388059701493,0.136224614631759,71.018529138909,43.9265026497508,0.271044472210653
"NWS110",912344282,84,63,21,368,4.381,0.2782,16.5238,13.8297,5.5079,5.2113,0.00554932571933299,0.460594034704638,49.797619047619,0.0401593701996928,79.8090750923164,48.54802805201,0.26139242083233
"NWS111",912344284,88,64,24,492,5.5909,0.3203,19.5,19.0377,7.3125,5.1851,0.0054065187408601,0.470367130454829,50.7272727272727,0.0350084697910785,84.2402385525837,55.0583274422136,0.26531339031339
"NWS113",912344288,98,64,34,671,6.8469,0.3084,18.7353,16.1664,9.9531,8.1833,0.00474397609628997,0.460165681340127,58.6224489795918,0.0281974261566098,84.1653243916213,52.3442172924946,0.248752368958693
"NWS114",912344290,92,54,38,625,6.7935,0.3046,15.4474,11.1008,10.8704,9.3285,0.00491349731011136,0.447128255220134,58,0.0295767465578786,73.4377151379264,43.4208819820148,0.196973610510522
"NWS115",912344292,74,47,27,389,5.2568,0.3065,13.4074,9.4228,7.7021,6.9748,0.00605903814460892,0.442309784556451,47.5945945945946,0.039794811533942,72.0251480338614,47.8765867511176,0.211058880986539
"NWS116",912344294,81,52,29,460,5.679,0.305,14.8621,9.8841,8.2885,7.4737,0.00543039932705593,0.434431946164474,54.0740740740741,0.0378669986513124,68.6139483988572,43.3853837508802,0.197210394000893
"NWS117",912344296,90,50,40,554,6.1556,0.277,12.85,8.8334,10.28,9.7793,0.00485925073091292,0.43247331505125,60.2777777777778,0.0315425315425315,67.185191000701,39.1883410450842,0.202236218565005
"NWS118",912344298,102,63,39,682,6.6863,0.2776,16.4872,12.5486,10.2063,10.2362,0.00446053889109085,0.450514428000175,63.1960784313725,0.0268234628316522,80.5137833307243,47.0637283979488,0.214933401701298
"NWS119",912344300,85,54,31,510,6,0.3047,15.4516,9.9728,8.8704,8.4162,0.00527959200968519,0.443485728813556,54.4235294117647,0.0342286348501665,72.0002670357656,46.0042325421692,0.193967076503328
"NWS121",912344304,100,57,43,713,7.13,0.2909,15.5814,10.955,11.7544,10.5936,0.0044083339805298,0.43642506407245,66.13,0.0281164965986395,70.5346270433385,39.2863323491221,0.210260637112943
"NWS122",912344306,90,57,33,543,6.0333,0.2887,15.4545,11.7795,8.9474,8.1096,0.00506738125449934,0.450996931650441,55.6222222222222,0.0310391865079365,77.3800061865322,47.5632650375655,0.212433679354094
"NWS123",912344308,88,62,26,592,6.7273,0.3672,21.7692,14.1062,9.129,6.9953,0.00541529064824334,0.471130286397171,50.1818181818182,0.0329061102831595,78.901951816261,51.9513279282925,0.200174181223388
"NWS124",912344310,89,63,26,467,5.2472,0.2851,16.9615,14.4041,7,6.3754,0.00520240783907533,0.457811889838629,53.5056179775281,0.0345197535338891,82.1103755316677,51.8348020955833,0.223379147577399
"NWS125",912344312,84,50,34,487,5.7976,0.2865,13.3235,9.217,9.06,8.7164,0.00523051065126315,0.434132384054842,56.047619047619,0.0346614836410755,70.8636607358671,45.94448999311,0.208075669195796
"NWS126",912344314,90,63,27,479,5.3222,0.2816,16.7407,14.5327,7.1746,6.1265,0.00512240100196039,0.455893689174475,54.5555555555556,0.0338433967466226,79.9102608003816,50.4565591015892,0.24909938131412
"NWS127",912344316,122,60,62,928,7.6066,0.2495,13.9677,9.8961,14.4333,14.4567,0.00353706193494971,0.427984494128915,83.1065573770492,0.0230915691517225,65.8562848722842,32.7099877433553,0.207809524825456
"NWS128",912344318,81,51,30,535,6.6049,0.3497,16.8333,9.2553,9.902,7.9555,0.00563342680419192,0.450674144335354,50.4197530864197,0.0347722435078757,67.408091853613,42.7333420862492,0.181354769140281
"NWS129",912344320,104,62,42,701,6.7404,0.2692,15.6905,11.4498,10.629,10.5384,0.00428427685751381,0.441280516323922,67,0.0267892842862855,74.1418935252593,44.4405183292152,0.199288018587044
